text,complexity,domain,severity,tone,resolution_hint,requires_onsite
help! intune is not patching our windows 10 laptops. getting error 'bit locker not enabled'.,moderate,endpoint_management,medium,panicked,Verify BitLocker status and enrollment.,True
our antivirus client keeps crashing on some machines. intermittent issue but causing concern about security.,moderate,endpoint_management,medium,concerned,Investigate antivirus logs and update version.,True
jamf is not reporting device compliance for certain machines in our remote office. need assistance!,moderate,endpoint_management,medium,urgent,Check Jamf enrollment and compliance settings.,True
"our mdm console is slow to load. also, some devices are not syncing properly. need help!",moderate,endpoint_management,medium,frustrated,Optimize MDM server and investigate device sync issues.,True
"Having trouble with MDM, all my emails kept getting deleted. Happened on multiple devices. Please help!",moderate,endpoint_management,medium,frustrated,Check device configuration for unexpected apps removal settings.,true
"I'm trying to enroll a new laptop in Intune, but it keeps timing out. Can you please assist?",moderate,endpoint_management,high,urgent,Verify network connectivity and try re-enrolling with a different domain account.,true
Jamf is reporting that my MacBook's BitLocker encryption key has expired. I need help to renew it ASAP!,moderate,endpoint_management,high,urgent,Check device's BitLocker expiration date and renew using Jamf Self Service.,true
I'm getting a virus warning on my Windows PC. Antivirus is saying it needs to be updated. Can you help me update it?,moderate,endpoint_management,medium,calm,Check for updates using the built-in Windows Defender or third-party antivirus software.,true
"We're having an issue with device compliance in MDM, some laptops are not reporting back. Can you investigate?",moderate,endpoint_management,medium,confused,Check device enrollment and certificate status for any potential issues.,true
I'm trying to enroll my MacBook in Intune but it's stuck on 'provisioning' stage for hours. Please help!,moderate,endpoint_management,medium,frustrated,Check Intune portal for any errors and try re-enrollment,true
Having issues with BitLocker on my work laptop. Says 'not enough disk space' even though there's plenty available.,moderate,endpoint_management,medium,confused,Check BitLocker log for any errors and try increasing the disk space limit,true
Jamf is reporting that my iPhone isn't compliant due to outdated MDM profile. Can you please update it?,moderate,endpoint_management,medium,calm,Check Jamf portal for available updates and apply the latest profile,true
"Antivirus is constantly popping up with fake virus warnings. I've tried updating it, but it still doesn't work!",moderate,endpoint_management,medium,frustrated,Try reinstalling antivirus software and update its signatures,true
Our company's MDM policy is blocking some essential apps. Can you please help me get an exemption or find a workaround?,moderate,endpoint_management,medium,urgent,Check MDM portal for policies and try creating a custom policy exclusion,true
Having issues with BitLocker on all production laptops. Can't encrypt any new drives and existing ones are stuck in recovery mode.,complex,endpoint_management,critical,frustrated,Review Intune configuration for conflicting policies.,true
We're experiencing weird MDM issues with our iPad carts. Devices won't enroll and we're getting errors about certificates being invalid.,complex,endpoint_management,high,urgent,Verify Apple IDs and device profiles for inconsistencies.,true
"Jamf is not pushing updates to our MacBooks, citing 'invalid signing certificates'. We've tried restarting the computers but no luck.",complex,endpoint_management,critical,panicked,Check Jamf server and certificate authorities for misconfiguration.,true
Multiple users are reporting that Windows Defender is consuming 90% CPU on their workstations. Any ideas what could be causing this?,complex,endpoint_management,high,confused,Investigate potential malware infections or software conflicts.,true
Our antivirus software is blocking Intune-managed Windows 10 devices from updating. Any suggestions on how to resolve this conflict?,complex,endpoint_management,high,calm,Configure antivirus exceptions for Intune update traffic.,true
MDM is saying my laptop is non-compliant but I've installed all the latest updates and antivirus software. Help!,complex,endpoint_management,high,frustrated,Verify MDM configuration and check for any conflicting policies.,true
We're experiencing an issue with BitLocker encryption on our company laptops. It's not working as expected. Please assist in resolving this ASAP.,complex,endpoint_management,critical,urgent,Troubleshoot BitLocker configuration and check for any disk errors.,true
Jamf is reporting that some devices are not enrolled correctly. We have a production environment down due to this issue. Please assist asap.,complex,endpoint_management,critical,urgent,Verify Jamf configuration and check for any device connectivity issues.,true
I'm trying to get our Intune environment up and running but it's not working as expected. I've tried updating the client software and restarting but nothing seems to work.,complex,endpoint_management,high,frustrated,Check Intune configuration and verify device registration status.,true
We're having issues with device compliance in our MDM environment. Some devices are not reporting correctly and we can't determine why. Please assist asap.,complex,endpoint_management,critical,urgent,Investigate MDM configuration and check for any device connectivity issues.,true
MDM is not pushing updates to my 50+ endpoint devices running Win10. Intune says they're compliant but BitLocker won't activate without latest patch. Help!,complex,endpoint_management,critical,frustrated,Verify MDM configuration and ensure correct patching schedule.,true
"Jamf is not reporting any issues on our Mac fleet, but I'm getting complaints from users that their devices won't wake up from sleep. Please investigate.",complex,endpoint_management,high,calm,Check Jamf logs for any errors or inconsistencies in device reporting.,true
Antivirus scanning is taking forever on our Windows Server 2019. It's impacting productivity and causing network congestion. Fix ASAP!,complex,endpoint_management,urgent,frustrated,Optimize antivirus settings or consider switching to a faster alternative.,true
"Our MDM is reporting over 20 devices in non-compliance, but when I try to remediate them individually, the changes don't persist. Help me fix this ASAP!",complex,endpoint_management,high,panicked,Verify MDM configuration and device groupings for accurate compliance reporting.,true
"I'm getting errors when trying to deploy BitLocker to our Windows 10 devices. Intune says it's a known issue, but the workaround is unclear. Please assist with resolution.",complex,endpoint_management,critical,confused,Check Intune documentation and BitLocker configuration for a clear solution to this known issue.,true
"Hi, I'm having trouble getting our company's MDM policy to apply correctly on new devices. It keeps failing to enroll them in Intune. Can you help me troubleshoot this?",complex,endpoint_management,high,frustrated,Check MDM policy settings and ensure correct Intune enrollment configuration,true
Our IT department is getting overwhelmed with reports of BitLocker failing to decrypt company laptops. Is there a known issue with the latest patches that we're missing?,complex,endpoint_management,critical,urgent,Verify BitLocker patch levels and ensure correct decryption procedures are followed,true
"I'm trying to get our company's antivirus software up to date, but it keeps failing to update on some of our devices. Is there an issue with the Jamf configuration?",complex,endpoint_management,high,confused,Check Jamf policy settings and ensure correct antivirus software updates are configured,true
Our company's device compliance reports are showing a high number of devices not meeting security policies. Can you help us identify the root cause of this issue?,complex,endpoint_management,high,calm,Analyze device compliance reports to identify non-compliant devices and adjust security policies accordingly,true
"I'm trying to get our company's endpoint management system to work with Microsoft Autopilot, but it keeps throwing an error when I try to enroll devices. Can you help me troubleshoot this?",complex,endpoint_management,high,frustrated,Verify Microsoft Autopilot configuration and ensure correct endpoint management system settings are applied,true
MDM not deploying updates on our iPad fleet despite setting correct profiles and configuration,complex,endpoint_management,high,frustrated,"Check MDM logs for errors, verify Apple IDs are correct",True
Users can't activate BitLocker on their laptops as Intune is not pushing the necessary GPO,complex,endpoint_management,critical,urgent,"Verify GPO settings, check if user account has sufficient permissions",True
Jamf is reporting multiple devices in a state of 'Waiting for enrollment' despite correct config files,complex,endpoint_management,high,confused,"Check device logs, verify network connectivity and Jamf servers",True
Our antivirus software is not scanning attachments in email despite having proper config files and updates installed,complex,endpoint_management,high,calm,"Verify antivirus config, check for conflicting settings or plugins",True
Patching is failing on our Windows 10 devices with errors about 'inconsistent registry entries' despite correct WSUS configuration,complex,endpoint_management,critical,panicked,"Check registry integrity, investigate possible malware infection",True
"Hi, I'm having trouble accessing the office WiFi. It keeps dropping my connection.",simple,networking,low,frustrated,Check your device's DNS settings,false
"I'm trying to set up a VPN connection for remote work, but I keep getting an error message.",simple,networking,medium,calm,Verify your username and password,false
Our website is down! I get a 'server not found' error message when trying to access it.,simple,networking,low,urgent,Check the DNS records for our domain,false
Can't reach my VPN when I'm at home. Works fine on work WiFi.,simple,networking,low,calm,Try restarting your VPN client,false
Why can't my laptop connect to the company WiFi? Error message is 'Authentication failed'. This is SO frustrating!,simple,networking,medium,frustrated,Check your login credentials and network settings,false
"My Android phone can't access the office LAN. Tried restarting WiFi, no luck.",simple,networking,low,urgent,Check your phone's IP address and subnet mask settings,false
"Can't connect to WiFi on my laptop. I've tried restarting it and the router, but nothing's working.",simple,networking,low,frustrated,Try forgetting the network and reconnecting,false
I'm having issues with my company's VPN. It keeps disconnecting me when I'm working remotely.,simple,networking,medium,calm,Check the VPN settings and firewall rules,false
"HELP!!! Can't access any websites, email or chat apps. It's like our whole network is down!",simple,networking,low,panicked,Try pinging a public DNS server to check connectivity,false
"I'm unable to connect to our company WiFi on my laptop. I've tried restarting the router and modem, but it still won't work.",simple,networking,low,frustrated,Check WiFi password or reset network settings,false
I'm having trouble reaching a specific website on our internal network. It says 'server not found'. Can someone please help me?,simple,networking,medium,calm,Verify DNS settings or try pinging the server,false
"HELP!!! I'm trying to VPN into the office from home, but it keeps kicking me out after a few minutes! PLEASE FIX THIS ASAP!",simple,networking,low,panicked,Check VPN connection logs for errors or try restarting the VPN client,false
My router is not connecting to the VPN. I'm on a remote office and need access ASAP.,simple,networking,medium,urgent,Check VPN credentials and try reconnecting,false
I'm having trouble accessing a website that uses SSL. I'm trying to order some software from the company's website.,simple,networking,low,calm,Check DNS resolution for the website,false
WHY ISN'T MY LAPTOP CONNECTING TO THE COMPANY WIFI?! I'M TRYING TO WORK FROM HOME AND IT'S NOT LETTING ME IN!!,simple,networking,medium,frustrated,Check WiFi password and network settings,false
I'm having trouble connecting to our VPN from my home laptop. Error message says something about DNS resolution,simple,networking,low,frustrated,Check VPN server IP address,false
"I'm trying to set up a new WiFi AP in our office, but the VLAN setup is driving me crazy. Can you walk me through it?",simple,networking,medium,calm,Consult VLAN configuration documentation,false
URGENT!!! I'm getting packet loss on our internal network and can't reach one of our servers. Help ASAP!,simple,networking,medium,urgent,Check routing tables and firewall rules,false
I'm having trouble connecting to our company's VPN on my laptop. It keeps saying 'invalid username',simple,networking,low,frustrated,"Try re-entering credentials, making sure caps lock is off",false
"Hi, I'm having issues with our WiFi. It's slow and keeps dropping my connection every few minutes. Can someone help me troubleshoot? I've tried restarting my router.",simple,networking,medium,calm,Check for interference from neighboring WiFi networks and try resetting the router,false
Urgent! Our whole team can't access the shared drive on our network. We're getting 'permission denied' errors. Please help ASAP!,simple,networking,urgent,panicked,Check firewall rules and permissions for the affected users,false
My internet connection is super slow today. It's been like this for hours and I'm trying to meet a deadline. Can you help me troubleshoot or at least give me an estimate of when it'll be fixed?,simple,networking,medium,frustrated,Check for firmware updates and restarting the router may resolve the issue.,false
I'm having trouble connecting to our company's VPN. It says I need to re-authenticate but then it just kicks me back out again. Any ideas what might be causing this?,simple,networking,low,calm,Try restarting the VPN client and verify login credentials.,false
WIFI NOT WORKING!!! I was in the middle of a critical project and now my laptop can't get online. Can you PLEASE help me get back up and running ASAP?,simple,networking,medium,urgent,Try resetting the WiFi router and restarting your device.,false
I'm unable to access the network. I get an error message saying my device is not authorized.,simple,networking,low,calm,Check device's IP settings and verify network auth credentials,false
"VPN isn't working on my laptop! I've tried restarting it multiple times, but still nothing!",simple,networking,medium,frustrated,Verify VPN server address and try disabling/reenabling the connection,false
I'm having trouble connecting to our company's WiFi. It keeps saying my password is incorrect.,simple,networking,low,confused,Check and re-enter your WiFi password; make sure caps lock is off,false
"Hi, I'm having trouble connecting to our VPN at home. It's not working from my Macbook.",simple,networking,low,calm,Check VPN credentials and network settings.,false
WTF is going on with our office WiFi?! I'm trying to upload files but it's stuck at 2% for the past hour!!!,simple,networking,medium,frustrated,Restart router and check for interference.,false
I'm having trouble accessing our internal website. It says 'connection timed out'. Is the DNS wrong?,simple,networking,low,confused,Check DNS settings and server availability.,false
Can't access company server via VPN. Got error message saying 'connection timed out'. Happens every time I try to connect.,moderate,networking,medium,frustrated,Check VPN server status and ping,false
Wi-Fi in conference room is not working. People complaining about no internet. Maybe it's just a switch issue?,moderate,networking,medium,calm,Check Wi-Fi settings and reset if necessary,false
"I'm having trouble reaching an internal website. DNS resolution not working. Can't remember the exact error message, but it's something with ' unable to resolve'...",moderate,networking,high,confused,Check DNS server logs and flush cache,false
Having trouble accessing company files via VPN. Keeps saying 'connection timed out'. Tried restarting app and router.,moderate,networking,medium,frustrated,check VPN server status and DNS configuration,false
"Our WiFi is really slow today. I'm trying to upload a project, but it's taking forever.",moderate,networking,medium,calm,check network usage and optimize WiFi settings,false
URGENT!!! Our main office internet is down! We can't process payments or respond to customers.,moderate,networking,high,urgent,check router configuration and firewall rules for any blockages,false
"Can't connect to VPN from laptop, getting 'DNS resolution failed' error",moderate,networking,medium,frustrated,Check DNS settings and VPN server status,false
"WiFi is dropping every hour, affecting team's workflow. Laptop gets stuck on 'Acquiring IP' message",moderate,networking,high,urgent,Check router logs and nearby interference sources,false
Having issues with packet loss on remote desktop connection from home. 2 other users reporting same problem,moderate,networking,medium,calm,Verify network path and firewall rules for remote desktop,false
"I'm trying to access our internal VPN, but it keeps dropping my connection. Happens on both laptop and desktop. Can you help?",moderate,networking,medium,frustrated,Check VPN server logs for errors.,false
My internet is super slow today. I can barely load the company's intranet site. Is something going on with our WiFi?,moderate,networking,medium,calm,Verify router configuration and packet loss.,false
I'm getting errors trying to join our VLAN. It just won't authenticate! Can someone PLEASE help?,moderate,networking,high,panicked,Check VLAN configuration and user credentials.,false
"Hi, having issues with WiFi connectivity on my laptop. Getting error message 'Authentication Required'. Tried restarting router and modem. No change. Help!",moderate,networking,medium,frustrated,check wireless settings and ensure correct auth credentials,false
"Hello, experiencing some packet loss on our corporate network. It's a minor issue, but want to get it resolved ASAP. Can you assist with configuration check?",moderate,networking,high,urgent,review routing tables and firewall rules for anomalies,false
"Hey, having trouble accessing some internal resources via VPN. Getting 'Connection Timed Out' error. Works fine on my other device tho. Any ideas? Thanks!",moderate,networking,medium,calm,verify VPN configuration and check for any recent changes to network settings,false
"VPN connection keeps dropping, can't access remote server. Please help!",moderate,networking,high,frustrated,Check VPN config and firewall rules.,false
We have issues with our WiFi router. It's slow and keeps disconnecting users.,moderate,networking,medium,calm,Verify router firmware and network settings.,false
Urgent! Our DNS records are not updating. Customers are complaining about website issues.,moderate,networking,high,urgent,Check DNS server logs and configuration files.,false
Our VPN connection to HQ is super slow today. Taking ages to load emails.,moderate,networking,medium,frustrated,Check VPN server and routing issues,false
Wi-Fi not working on floor 3. Tried restarting router but still no good.,moderate,networking,high,calm,Verify physical connection and VLAN config,false
DNS is DOWN! Can't access any websites. Need this fixed ASAP!,moderate,networking,high,urgent,Check DNS server and zone files,false
"I'm trying to connect to the VPN at home and it keeps dropping. Works fine on my phone, but not on laptop.",moderate,networking,medium,frustrated,Check router configuration,false
Our WiFi is super slow today. Can't even load a single webpage. Is there something going on with the router?,moderate,networking,high,urgent,Check for network congestion,false
"Hi, I'm having trouble reaching our internal website. The DNS seems to be slow or not working. Any ideas? Thanks!",moderate,networking,medium,calm,Verify DNS settings,false
"Hi, I'm having trouble accessing the company VPN from my home office. It's not connecting and keeps timing out. Any help would be appreciated.",moderate,networking,medium,calm,Check VPN server status and configuration,false
URGENT: Our company's DNS is down! All our websites are unreachable. PLEASE HELP ASAP!,moderate,networking,high,urgent,Restart DNS server or check for firewall issues,false
"Hi, I'm having some issues with my laptop's WiFi. It keeps dropping the connection and saying it's not secure. Can you help me fix this?",moderate,networking,medium,frustrated,Check WiFi settings and network configuration,false
I'm experiencing DNS resolution issues on my laptop. Sometimes it takes a minute or two to resolve URLs.,moderate,networking,medium,frustrated,Check DNS server settings for latency issues,false
"Hi, my VPN connection keeps dropping. It's really annoying and I'm worried about security.",moderate,networking,high,urgent,Verify VPN server status and firewall rules,false
"can't connect to my company's WiFi, keeps saying 'no internet' even though I'm in the office",moderate,networking,medium,calm,Check office WiFi settings and WPA2 encryption,false
"Help, I think our DNS is down. Can't access any internal websites.",complex,networking,high,frustrated,Verify DNS server status and restart if necessary,false
Our VPN connection is super slow. Can't even upload a 5MB file.,complex,networking,critical,urgent,Check VPN server logs and verify connectivity to ISP,false
We're experiencing packet loss issues on our VoIP network. Users are getting frustrated.,complex,networking,high,calm,Check for router configuration errors and update firmware if necessary,false
VPN connection dropping intermittently on 10+ users. No clear pattern or error message. Production down for hours.,complex,networking,critical,urgent,Check VPN server logs and router configurations.,false
WiFi network on 3rd floor not visible on laptops. Other devices connect fine. Frustrating for users.,complex,networking,high,frustrated,Check access point settings and channel assignment.,false
Multiple VLANs missing on core switch. No idea how it happened or what affected traffic. Need senior engineer ASAP.,complex,networking,critical,panicked,Check backup configurations and logs for unusual activity.,false
VPN connection issues at office after update. Multiple users complaining of disconnected sessions.,complex,networking,high,frustrated,Check VPN server logs and firewall rules for conflicts,false
Confused about DNS records. Why can't our company's website be reached? It was fine yesterday.,complex,networking,critical,confused,Verify DNS zone files and recent changes to your router configuration,false
WiFi dropped on our conference floor. Users are getting mad. Please troubleshoot ASAP.,complex,networking,urgent,panicked,Check for interference from nearby devices or misconfigured access point settings,false
Help! Our DNS resolver can't find external domains. Users are complaining about not being able to access company intranet resources.,complex,networking,high,panicked,Check DNS server logs and resolve issues with forwarders,false
"We have a critical issue with our VPN connection. It's been down for hours, affecting 15 users on the east coast.",complex,networking,critical,urgent,Verify VPN server configuration and ensure all remote access clients are updated,false
WiFi is super slow in the new office building. Employees are complaining about laggy connections and dropped calls.,complex,networking,high,frustrated,Check for interference from nearby devices and optimize router placement,false
"VPN connection keeps dropping intermittently, impacting entire sales team's productivity. Please investigate and provide a fix ASAP.",complex,networking,critical,urgent,Check for packet loss and potential firewall rules conflicts.,false
Our company's public-facing DNS records are not resolving correctly. Users are getting 'server not found' errors. Can you please troubleshoot?,complex,networking,high,calm,Check for incorrect zone files or DNS server issues.,false
Why does our WiFi keep disconnecting every hour?! It's driving me nuts! Can someone please figure out what's causing this and fix it already?,complex,networking,high,frustrated,Investigate potential AP configuration or interference issues.,false
"I'm having trouble connecting to our VPN from my home office. Error message says 'unknown host'. I've tried restarting my router and modem, but no luck.",complex,networking,critical,frustrated,Check VPN server IP address and DNS resolution,false
"WiFi issues in the office - multiple users complaining of dropped connections. I've tried restarting the router, but problem persists.",complex,networking,high,calm,Verify WiFi settings and check for physical obstructions,false
'Packet loss' error message on our main server! We're experiencing significant downtime. Need help ASAP!,complex,networking,critical,panicked,Check network packet captures and router logs for issues,false
VPN not working on remote machines. Trying to access internal resources and getting connection timeout errors.,complex,networking,high,frustrated,Check VPN server logs for errors,false
Multiple users reporting lost connectivity to file shares on the LAN. Packet loss and latency issues observed.,complex,networking,critical,urgent,Verify firewall rules and routing tables for inconsistencies,false
WiFi connectivity issues in the lobby area. Guests complaining of disconnections and slow speeds.,complex,networking,high,calm,Check AP configuration and channel utilization,false
WiFi not working on the entire floor. Error message says 'no internet access'. We're losing productivity big time. Can you please fix ASAP?,complex,networking,critical,frustrated,Verify router configuration and WAN connectivity,false
Having issues with DNS resolution on our production server. It's affecting multiple services and causing errors. Can you help diagnose the issue?,complex,networking,high,calm,Review DNS zone files and check for any typos or inconsistencies,false
VPNs not working for the entire sales team! We're missing critical calls and emails because our systems are down. What's going on?! Can you please get this fixed ASAP?!,complex,networking,critical,urgent,Verify VPN server configuration and check for any firewall rules blocking traffic,false
"Cannot access remote office due to DNS issues, please assist ASAP. Multiple users affected.",complex,networking,high,urgent,Check DNS records and resolve any inconsistencies,false
"Frustrated here! Our company VPN connection keeps dropping, can't figure out why. Help appreciated.",complex,networking,critical,frustrated,Check firewall rules and ensure secure connections are enabled,false
"We're experiencing intermittent packet loss on our WAN link, affecting multiple users. Need assistance to resolve.",complex,networking,high,calm,Verify routing and switch configurations for potential issues,false
VPNs not connecting on all remote sites. Users getting error message 'Connection timed out'. High percentage of users affected.,complex,networking,high,frustrated,Verify VPN server and routing configurations.,false
Our company's main website (example.com) is intermittently unavailable. We get error 'DNS lookup failed'. All departments affected.,complex,networking,critical,urgent,Check DNS server logs and recursive queries for errors.,false
"WIFI is dropping connections randomly. We have a lot of devices (smartphones, laptops) connecting simultaneously. Can you help troubleshoot?",complex,networking,high,calm,Inspect wifi router logs and wireless configuration settings.,false
My laptop's keyboard is stuck and won't register any key presses. Can you please help?,simple,hardware,low,calm,Restart the laptop and try again,true
"Ugh, my printer is jammed AGAIN! The paper got stuck and now it won't print anything.",simple,hardware,medium,frustrated,Check for and clear any stuck paper,true
I'm trying to use my new monitor but it's not turning on. Can someone please help me troubleshoot?,simple,hardware,low,urgent,Check the power cord and outlet first,true
My laptop keyboard is not working properly. The 'e' and 'a' keys don't register anymore.,simple,hardware,low,frustrated,Check USB connections and restart computer,true
Printer won't turn on. Just got it yesterday...please help!,simple,hardware,low,urgent,Check power cord and outlet,true
I'm trying to troubleshoot this monitor issue. Screen is flickering and won't stabilize.,simple,hardware,medium,calm,Check cable connections and try restarting computer,true
"my mouse is not working properly, the cursor jumps all over the screen",simple,hardware,low,frustrated,Try a different USB port or restart computer,true
Printer won't turn on. I pressed all the buttons and nothing happened.,simple,hardware,low,calm,"Check power cord and outlet, try a different wall socket",true
My keyboard is sticky! F and J keys are the worst offenders... Ugh!,simple,hardware,medium,frustrated,"Clean with compressed air, try restarting computer",true
"My Dell laptop won't turn on. I've tried charging it, but nothing works. Can you help?",simple,hardware,low,frustrated,Power cord fault or battery issue likely.,true
I need help with my monitor's brightness. It's too dim and I can't seem to adjust it. Thanks!,simple,hardware,low,calm,Monitor settings or backlight issue.,true
I'm going crazy with my printer! It just stopped working after a few pages. Help please?!,simple,hardware,medium,panicked,Paper jam or incorrect settings likely.,true
My laptop keyboard is not working. Some keys don't register when I type. Can you please help me troubleshoot?,simple,hardware,low,calm,Try restarting the laptop or checking for dust buildup.,true
"Ugh, my monitor is not turning on. I tried plugging it into a different outlet and it still doesn't work! Help!",simple,hardware,low,frustrated,Check the power cord and ensure it's securely plugged in.,true
"I just got a new printer and when I try to print, it keeps saying 'paper jam'. But there is no paper stuck! What's going on?",simple,hardware,medium,confused,Try resetting the printer or checking for a stuck tray.,true
My laptop's touchpad stopped working suddenly. I've tried restarting it.,simple,hardware,low,frustrated,try disabling and re-enabling the touchpad settings,true
"Printer won't turn on. Just got it yesterday, super disappointed.",simple,hardware,medium,urgent,try plugging into a different outlet or resetting the printer,true
Keyboard keys are sticky. Think it might be due to my cat hair accumulation?,simple,hardware,low,calm,try cleaning with compressed air and a soft cloth,true
"My Dell Inspiron won't turn on, please help. I tried charging it for hours.",simple,hardware,low,frustrated,Check power cord and battery level,true
Printer not printing in color. Is it a toner issue or something else?,simple,hardware,medium,calm,Try resetting printer settings,true
Mouse is completely dead. Need a new one ASAP! Hurry!,simple,hardware,low,urgent,Replace mouse with spare or order new one,true
My laptop's keyboard is malfunctioning. The keys are sticky and won't register properly.,simple,hardware,low,frustrated,Clean the keyboard with compressed air and a soft cloth,true
"Printer won't turn on. I tried unplugging it and plugging it back in, but nothing.",simple,hardware,medium,calm,Check the power cord and plug; also try resetting the printer,true
Urgent! My monitor won't display anything! I just got a new laptop and it's not recognizing it.,simple,hardware,medium,urgent,Check the video cable connection; try restarting the monitor,true
My keyboard is not working properly. The 'a' and 's' keys are stuck.,simple,hardware,low,frustrated,Try cleaning the keyboard's crevices,true
I need help with my printer. It keeps jamming and won't print more than one page at a time.,simple,hardware,medium,calm,Try resetting the printer's default settings,true
HELP! My laptop screen is frozen and won't turn back on!,simple,hardware,low,panicked,Try pressing the power button for 30 seconds to reset,true
My keyboard won't turn on. I just bought it yesterday and the battery level is supposed to be high.,simple,hardware,low,frustrated,Try replacing batteries or check for obstruction.,true
"Hello, my monitor is not displaying any images. I've tried unplugging and replugging it, but nothing's working!",simple,hardware,medium,urgent,Check the display settings or video cable.,true
"Hey, I'm having trouble connecting my USB stick to my desktop. It's not recognizing it at all.",simple,hardware,low,calm,Try plugging it into a different port or reformatting the stick.,true
"My Dell laptop is freezing and won't turn off properly. Sometimes it restarts itself. I've tried restarting several times, but the issue persists.",moderate,hardware,medium,frustrated,Check for loose connections and dust accumulation,true
"Printer not printing documents. Says paper jam, but there's no jam. Tried cleaning the rollers, still doesn't work.",moderate,hardware,high,calm,Check printer settings and ensure correct paper alignment,true
"Urgent help needed! My keyboard is not working. I've tried unplugging and replugging, still doesn't work. I have a deadline to meet!",moderate,hardware,high,panicked,Try swapping keyboards or restarting computer,true
My laptop is freezing up every hour or so. Sometimes I get a blue screen of death. Other times it just freezes and I have to hard reset.,moderate,hardware,medium,frustrated,Check for overheating or loose connections,true
Printer won't turn on. Tried unplugging and replugging but nothing's working.,moderate,hardware,high,urgent,Check power cord and printer settings,true
Keyboard is super slow and unresponsive. Sometimes letters don't register at all.,moderate,hardware,medium,calm,Try restarting or updating drivers,true
My laptop won't turn on. I got the battery replaced yesterday and now it's dead again.,moderate,hardware,high,frustrated,Check power source and battery health,true
"The monitor on my desk is displaying a weird blue screen. Sometimes it shows my desktop, sometimes just static.",moderate,hardware,medium,calm,Try adjusting display settings or check for loose cables,true
HELP! My keyboard stopped working and now my mouse is lagging too. I've tried restarting but nothing's working.,moderate,hardware,medium,panicked,Check for loose connections or try booting in safe mode,true
My keyboard won't type letters only symbols when I'm using Microsoft Word. This started happening yesterday.,moderate,hardware,medium,frustrated,Check keyboard settings and update drivers if necessary,true
"I have two monitors, but the second one is not displaying anything. The first monitor works fine.",moderate,hardware,high,calm,Check video cable and port connections,true
Urgent! My laptop won't turn on after the battery died. It was plugged in and charging when it just shut down.,moderate,hardware,high,urgent,Try charging for an hour and then try booting up again,true
My laptop's keyboard is stuck and some keys don't register. Can someone please fix this?,moderate,hardware,medium,frustrated,check sticky key caps and clean keyboard,true
One of our office monitors is displaying a weird vertical line. Is it just me or is this a thing?,moderate,hardware,high,calm,check video cable and monitor settings,true
HELP! Printer won't turn on and it's causing major delays for my team. What do I do?!,moderate,hardware,high,panicked,check power cord and printer settings,true
"My laptop won't turn on. I tried charging it and booting in safe mode, but nothing's working.",moderate,hardware,medium,frustrated,Verify power cord and try a different outlet,true
I'm having trouble with my keyboard - the 'e' key is stuck. It's been doing it all day.,moderate,hardware,high,calm,Try cleaning the key and checking for debris under the keyboard,true
"URGENT: Printer not printing. I've checked the ink levels and everything looks fine, but NOTHING'S WORKING!!!",moderate,hardware,high,panicked,Verify printer cable and try a different USB port,true
My laptop screen is flickering and sometimes turns black. It happened after I installed a new app yesterday.,moderate,hardware,medium,calm,Try uninstalling the new app to see if it resolves the issue,true
Why do I have to deal with this stupid printer every day?! It keeps jamming and won't print properly!,moderate,hardware,high,frustrated,Check the toner levels and make sure the paper tray is properly aligned,true
"My monitor is not showing any image when I plug in my USB. It was working fine yesterday, but now it just doesn't turn on.",moderate,hardware,medium,urgent,Try plugging the USB into a different port or computer to isolate the issue,true
"My keyboard stopped working suddenly. Nothing changed on my end, but when I plug it into another computer, it works fine.",moderate,hardware,medium,calm,Try swapping USB ports or updating keyboard drivers,true
"Freaking printers are driving me crazy! Every time I try to print a doc, it says 'out of paper' even when there's tons left!",moderate,hardware,high,frustrated,Check printer's physical paper tray for blockages or jammed pages,true
"I'm having trouble with my laptop's monitor. Sometimes it shows the desktop, other times it's just a black screen. Nothing in settings seems to work.",moderate,hardware,medium,urgent,Try restarting laptop or adjusting display settings for compatibility,true
My laptop won't turn on. It just stopped working after I accidentally spilled coffee on it.,moderate,hardware,high,frustrated,Check for liquid damage and possible short circuit,true
Printer not printing. Got an error message saying paper out when it's clearly in.,moderate,hardware,medium,calm,Reset the printer and check paper jam,true
Urgent! My monitor is flickering like crazy. Can't even see what's on the screen!,moderate,hardware,high,urgent,Check for loose connections and possible hardware failure,true
My laptop screen is flickering and the keyboard is slow. Tried restarting but it didn't help.,moderate,hardware,medium,frustrated,Check disk space and event logs,true
"Printer is not printing in color, only black. Already replaced the ink cartridge.",moderate,hardware,high,calm,Verify print settings and paper alignment,true
"Suddenly my mouse won't scroll, it's super annoying. This is the second time this week.",moderate,hardware,medium,panicked,Check USB connections and device manager,true
"Printer won't turn on, and I really need to print this report for my manager. Urgent help needed.",complex,hardware,critical,urgent,Check power cord and ensure it's plugged in correctly.,true
"Multiple monitors on my desktop are malfunctioning - freezing, flickering, or completely black. Frustrating!",complex,hardware,high,frustrated,Try restarting the graphics card driver and updating video settings.,true
I'm experiencing intermittent keyboard issues - sometimes keys won't register. Can someone please investigate?,complex,hardware,high,calm,Check for dust accumulation and clean the keyboard if necessary.,true
Printers not working on entire floor. Tried restarting printer and still nothing. Can't print reports for manager.,complex,hardware,high,frustrated,Verify network connection and port settings,true
